Patch ID,Vendor,Drop Reason,Details
RHSA-2026:1893,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2026:1896,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:1902,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux CodeReady Linux Builder (v. 10)']"
RHSA-2026:1922,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2026:1938,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:1942,Red Hat,Missing Affected Products,Empty or missing list
RHSA-2026:1957,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux AppStream EUS (v.9.4)']"
RHSA-2026:2034,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:2060,Red Hat,Garbage Data,"Contains ""extended lifecycle"""
RHSA-2026:2065,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:2066,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:2071,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:2078,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:2079,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:2082,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:2084,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2026:2106,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:2119,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:2120,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:2123,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:2126,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:2129,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:2130,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:2133,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:2136,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:2137,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:2138,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:2139,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:2144,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:2145,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:2146,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:2147,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:2148,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:2149,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:2155,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:2164,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:2172,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:2201,Red Hat,Missing Affected Products,Empty or missing list
RHSA-2026:2217,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux AppStream AUS (v.8.4)', 'Red Hat Enterprise Linux AppStream EUS EXTENSION (v.8.4)']"
RHSA-2026:2218,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux AppStream EUS (v.9.4)']"
RHSA-2026:2219,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux AppStream E4S (v.9.2)']"
RHSA-2026:2223,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux AppStream AUS (v. 8.2)']"
RHSA-2026:2233,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2026:2256,Red Hat,Missing Affected Products,Empty or missing list
RHSA-2026:2265,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux AppStream EUS (v. 10.0)']"
RHSA-2026:2279,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux AppStream AUS (v.8.4)', 'Red Hat Enterprise Linux AppStream EUS EXTENSION (v.8.4)', 'Red Hat Enterprise Linux High Availability AUS (v.8.4)', 'Red Hat Enterprise Linux HighAvailability EUS EXTENSION (v.8.4)']"
RHSA-2026:2320,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux AppStream E4S (v.9.0)']"
RHSA-2026:2334,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux AppStream AUS (v.8.6)', 'Red Hat Enterprise Linux AppStream E4S (v.8.6)', 'Red Hat Enterprise Linux AppStream TUS (v.8.6)']"
RHSA-2026:2343,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:2350,Red Hat,Missing Affected Products,Empty or missing list
RHSA-2026:2351,Red Hat,Garbage Data,"Contains ""kubernetes"""
RHSA-2026:2367,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:2371,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:2374,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:2375,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:2376,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:2419,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2026:2441,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux AppStream E4S (v.8.8)', 'Red Hat Enterprise Linux AppStream TUS (v.8.8)']"
RHSA-2026:2454,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:2456,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:2500,Red Hat,Missing Affected Products,Empty or missing list
RHSA-2026:2519,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2026:2520,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2026:2563,Red Hat,Missing Affected Products,Empty or missing list
RHSA-2026:2568,Red Hat,Missing Affected Products,Empty or missing list
RHSA-2026:2571,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:2572,Red Hat,Garbage Data,"Contains ""kubernetes"""
RHSA-2026:2651,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:2652,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:2654,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:2658,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:2661,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:2662,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:2670,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:2672,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:2673,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:2675,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:2681,Red Hat,Missing Affected Products,Empty or missing list
RHSA-2026:2685,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2026:2686,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2026:2687,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2026:2688,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2026:2694,Red Hat,Missing Affected Products,Empty or missing list
RHSA-2026:2695,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:2710,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux AppStream EUS (v.9.6)']"
RHSA-2026:2711,Red Hat,Missing Affected Products,Empty or missing list
RHSA-2026:2717,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux BaseOS AUS (v.8.6)', 'Red Hat Enterprise Linux BaseOS E4S (v.8.6)', 'Red Hat Enterprise Linux BaseOS TUS (v.8.6)']"
RHSA-2026:2718,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux BaseOS E4S (v.8.8)', 'Red Hat Enterprise Linux BaseOS TUS (v.8.8)']"
RHSA-2026:2723,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux BaseOS AUS (v.8.4)', 'Red Hat Enterprise Linux BaseOS EUS EXTENSION (v.8.4)']"
RHSA-2026:2728,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux BaseOS AUS (v. 8.2)']"
RHSA-2026:2737,Red Hat,Missing Affected Products,Empty or missing list
RHSA-2026:2746,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:2754,Red Hat,Missing Affected Products,Empty or missing list
RHSA-2026:2759,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2026:2760,Red Hat,Missing Affected Products,Empty or missing list
RHSA-2026:2762,Red Hat,Missing Affected Products,Empty or missing list
RHSA-2026:2764,Red Hat,Missing Affected Products,Empty or missing list
RHSA-2026:2765,Red Hat,Missing Affected Products,Empty or missing list
RHSA-2026:2766,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2026:2769,Red Hat,Missing Affected Products,Empty or missing list
RHSA-2026:2800,Red Hat,Missing Affected Products,Empty or missing list
RHSA-2026:2823,Red Hat,Missing Affected Products,Empty or missing list
RHSA-2026:2844,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:2852,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:2865,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux CodeReady Linux Builder EUS (v. 10.0)']"
RHSA-2026:2866,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux AppStream EUS (v.9.4)']"
RHSA-2026:2900,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:2911,Red Hat,Garbage Data,"Contains ""extended lifecycle"""
RHSA-2026:2919,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:2921,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:2922,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:2924,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:2925,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:2926,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:2927,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:2951,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:2973,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:2975,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:2977,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:2978,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:2990,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:2991,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:3053,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux AppStream EUS (v.9.4)']"
RHSA-2026:3066,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2026:3087,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:3089,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:3099,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:3104,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:3107,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:3108,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:3110,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux NFV (v. 8)', 'Red Hat Enterprise Linux RT (v. 8)']"
RHSA-2026:3111,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:3122,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:3184,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:3186,Red Hat,Missing Affected Products,Empty or missing list
RHSA-2026:3189,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2026:3192,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux AppStream EUS (v. 10.0)']"
RHSA-2026:3193,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux AppStream EUS (v.9.6)']"
RHSA-2026:3208,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2026:3267,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2026:3287,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux AppStream EUS (v.9.4)']"
RHSA-2026:3288,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux AppStream EUS (v. 10.0)']"
RHSA-2026:3289,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux AppStream EUS (v.9.6)']"
RHSA-2026:3296,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:3336,Red Hat,Garbage Data,"Contains ""kubernetes"""
RHSA-2026:3337,Red Hat,Garbage Data,"Contains ""kubernetes"""
RHSA-2026:3358,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2026:3379,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2026:3391,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:3402,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:3406,Red Hat,Missing Affected Products,Empty or missing list
RHSA-2026:3416,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:3418,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:3419,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:3422,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:3423,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:3427,Red Hat,Garbage Data,"Contains ""kubernetes"""
RHSA-2026:3444,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:3459,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:3461,Red Hat,Missing Affected Products,Empty or missing list
RHSA-2026:3462,Red Hat,Missing Affected Products,Empty or missing list
RHSA-2026:3468,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux AppStream AUS (v. 8.2)']"
RHSA-2026:3469,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux AppStream EUS (v.9.4)']"
RHSA-2026:3470,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux AppStream AUS (v.8.4)', 'Red Hat Enterprise Linux AppStream EUS EXTENSION (v.8.4)']"
RHSA-2026:3471,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux AppStream E4S (v.8.8)', 'Red Hat Enterprise Linux AppStream TUS (v.8.8)']"
RHSA-2026:3472,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux AppStream E4S (v.9.2)']"
RHSA-2026:3473,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux AppStream E4S (v.9.0)']"
RHSA-2026:3489,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux AppStream AUS (v.8.6)', 'Red Hat Enterprise Linux AppStream E4S (v.8.6)', 'Red Hat Enterprise Linux AppStream TUS (v.8.6)']"
RHSA-2026:3491,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux AppStream AUS (v.8.4)', 'Red Hat Enterprise Linux AppStream EUS EXTENSION (v.8.4)']"
RHSA-2026:3492,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux AppStream AUS (v. 8.2)']"
RHSA-2026:3493,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux AppStream E4S (v.9.0)']"
RHSA-2026:3494,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux AppStream E4S (v.8.8)', 'Red Hat Enterprise Linux AppStream TUS (v.8.8)']"
RHSA-2026:3495,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux AppStream AUS (v.8.6)', 'Red Hat Enterprise Linux AppStream E4S (v.8.6)', 'Red Hat Enterprise Linux AppStream TUS (v.8.6)']"
RHSA-2026:3496,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux AppStream EUS (v.9.4)']"
RHSA-2026:3497,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux AppStream EUS (v.9.6)']"
RHSA-2026:3504,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2026:3506,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux AppStream EUS (v. 10.0)', 'Red Hat Enterprise Linux CodeReady Linux Builder EUS (v. 10.0)']"
RHSA-2026:3556,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:3559,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:3579,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2026:3638,Red Hat,Severity Under Threshold,Severity: Moderate
RHSA-2026:3699,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux AppStream EUS (v. 10.0)']"
RHSA-2026:3710,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:3712,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:3713,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:3718,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:3723,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:3782,Red Hat,Garbage Data,"Contains ""openshift"""
RHSA-2026:3812,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux AppStream AUS (v.8.6)', 'Red Hat Enterprise Linux AppStream E4S (v.8.6)', 'Red Hat Enterprise Linux AppStream TUS (v.8.6)']"
RHSA-2026:3813,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux AppStream EUS (v. 10.0)']"
RHSA-2026:3814,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux AppStream EUS (v.9.6)']"
RHSA-2026:3815,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux AppStream AUS (v.8.4)', 'Red Hat Enterprise Linux AppStream EUS EXTENSION (v.8.4)']"
RHSA-2026:3816,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux AppStream EUS (v. 10.0)']"
RHSA-2026:3817,Red Hat,Invalid Product Variant,"Did not match target RHEL streams. Products: ['Red Hat Enterprise Linux', 'Red Hat Enterprise Linux AppStream EUS (v.9.6)']"
